Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"New Brunswick/Nouveau-Brunswick","Fundy Royal","13004","Josh Floyd NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint John, N.B./ N.-B.","Customer Service/Service à la clientèle",6211,14,,
"New Brunswick/Nouveau-Brunswick","Fundy Royal","13004","Wayne Wheeler People's Party - PPC/Parti populaire - PPC","Sussex, N.B./ N.-B.","Equipment Operator/Opérateur d'équipement",3447,7.8,,
"New Brunswick/Nouveau-Brunswick","Fundy Royal","13004","Tim Thompson Green Party/Parti Vert","Kars, N.B./ N.-B.","Canadian Armed Forces Officer-Reserve/Officier des Forces armées canadiennes (réserve)",2189,4.9,,
"New Brunswick/Nouveau-Brunswick","Madawaska--Restigouche","13005","René Arseneault ** Liberal/Libéral","Charlo, N.B./ N.-B.","Lawyer/Avocat",16854,55.2,      8962,  29.3
"New Brunswick/Nouveau-Brunswick","Madawaska--Restigouche","13005","Shawn Beaulieu Conservative/Conservateur","Rivière-Verte, N.B./ N.-B.","Lawyer/Avocat",7892,25.8,,
"New Brunswick/Nouveau-Brunswick","Madawaska--Restigouche","13005","Nancy Mercier People's Party - PPC/Parti populaire - PPC","Shediac, N.B./ N.-B.","Interfaith Minister and Naturopathic Consultant/Pasteure du clergé œcuménique et naturopathe ",1889,6.2,,
"New Brunswick/Nouveau-Brunswick","Madawaska--Restigouche","13005","Elizabeth MacDonald NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Fredericton, N.B./ N.-B.","Server/Serveuse",1848,6,,
"New Brunswick/Nouveau-Brunswick","Madawaska--Restigouche","13005","Louis Berube Free Party Canada/Parti Libre Canada","Saint-Quentin, N.B./ N.-B.","Singer - Composer - Performer/Chanteur – compositeur – interprète",1277,4.2,,
"New Brunswick/Nouveau-Brunswick","Madawaska--Restigouche","13005","Rebecca Blaevoet Green Party/Parti Vert","Windsor, N.B./ N.-B.","Business Owner/Propriétaire d'entreprise",786,2.6,,
"New Brunswick/Nouveau-Brunswick","Miramichi--Grand Lake","13006","Jake Stewart Conservative/Conservateur","Blackville, N.B./ N.-B.","Politician/Politicien",14218,43.7,      1456,   4.5
"New Brunswick/Nouveau-Brunswick","Miramichi--Grand Lake","13006","Lisa Harris Liberal/Libéral","Miramichi, N.B./ N.-B.","Politician/Politicienne",12762,39.3,,
"New Brunswick/Nouveau-Brunswick","Miramichi--Grand Lake","13006","Bruce Potter NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Social Worker/Travailleur social",2291,7,,
"New Brunswick/Nouveau-Brunswick","Miramichi--Grand Lake","13006","Ron Nowlan People's Party - PPC/Parti populaire - PPC","Miramichi, N.B./ N.-B.","Retired/À la retraite",1839,5.7,,
"New Brunswick/Nouveau-Brunswick","Miramichi--Grand Lake","13006","Patty Deitch Green Party/Parti Vert","Miramichi, N.B./ N.-B.","Registered Nurse/Infirmière autorisée",1393,4.3,,
"New Brunswick/Nouveau-Brunswick","Moncton--Riverview--Dieppe","13007","Ginette Petitpas Taylor ** Liberal/Libéral","Moncton, N.B./ N.-B.","Parliamentarian/Parlementaire",22460,49.1,     11768,  25.7
"New Brunswick/Nouveau-Brunswick","Moncton--Riverview--Dieppe","13007","Darlene Smith Conservative/Conservateur","Moncton, N.B./ N.-B.","Self-Employed Realtor/Agente d'immeubles indépendante",10692,23.4,,
"New Brunswick/Nouveau-Brunswick","Moncton--Riverview--Dieppe","13007","Serge Landry NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Moncton, N.B./ N.-B.","Regional Representative for NB & PEI/Représentant régional pour le N.-B. et l'Î.-P.-É.",7774,17,,
"New Brunswick/Nouveau-Brunswick","Moncton--Riverview--Dieppe","13007","Lorilee Carrier People's Party - PPC/Parti populaire - PPC","Moncton, N.B./ N.-B.","Theologian/Théologienne",2901,6.3,,
"New Brunswick/Nouveau-Brunswick","Moncton--Riverview--Dieppe","13007","Richard Dunn Green Party/Parti Vert","Moncton, N.B./ N.-B.","Municipal Officer of Economic Development/Agent municipal de développement économique",1935,4.2,,
"New Brunswick/Nouveau-Brunswick","New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest","13008","John Williamson ** Conservative/Conservateur","Saint Andrews, N.B./ N.-B.","Parliamentarian/Parlementaire",18309,50,      9559,  26.1
"New Brunswick/Nouveau-Brunswick","New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest","13008","Jason Hickey Liberal/Libéral","Rothesay, N.B./ N.-B.","Business Consultant/Consultant en affaires",8750,23.9,,
"New Brunswick/Nouveau-Brunswick","New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest","13008","Richard Trevor Warren NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Hanwell, N.B./ N.-B.","Computer Programmer/Programmeur",4893,13.4,,
"New Brunswick/Nouveau-Brunswick","New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest","13008","Meryl Sarty People's Party - PPC/Parti populaire - PPC","Waasis, N.B./ N.-B.","Retired/À la retraite",3090,8.4,,
"New Brunswick/Nouveau-Brunswick","New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest","13008","John Reist Green Party/Parti Vert","Rollingdam, N.B./ N.-B.","Retired/À la retraite",1587,4.3,,
"New Brunswick/Nouveau-Brunswick","Saint John--Rothesay","13009","Wayne Long ** Liberal/Libéral","Saint John, N.B./ N.-B.","Parliamentarian/Parlementaire",17375,46.4,      5060,  13.5
"New Brunswick/Nouveau-Brunswick","Saint John--Rothesay","13009","Mel Norton Conservative/Conservateur","Saint John, N.B./ N.-B.","Lawyer/Avocat",12315,32.9,,
"New Brunswick/Nouveau-Brunswick","Saint John--Rothesay","13009","Don Paulin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint John, N.B./ N.-B.","Personal Support Worker/Préposée aux bénéficiaires",4816,12.9,,
"New Brunswick/Nouveau-Brunswick","Saint John--Rothesay","13009","Nicholas Pereira People's Party - PPC/Parti populaire - PPC","Saint John, N.B./ N.-B.","Men's Health Coach/Coach en santé masculine",1996,5.3,,
"New Brunswick/Nouveau-Brunswick","Saint John--Rothesay","13009","Ann McAllister Green Party/Parti Vert","Rothesay, N.B./ N.-B.","Retired Teacher/Enseignante à la retraite",948,2.5,,
"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac","13010","Richard Bragdon ** Conservative/Conservateur","Keswick Ridge, N.B./ N.-B.","Parliamentarian/Parlementaire",17536,51,      9313,  27.1
"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac","13010","Cully Robinson Liberal/Libéral","Sussex, N.B./ N.-B.","Retired Teacher/Enseignant à la retraite",8223,23.9,,
"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac","13010","Meriet Gray Miller NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Upper Kent, N.B./ N.-B.","Student/Étudiant",3656,10.6,,
"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac","13010","Daniel Joseph Waggoner People's Party - PPC/Parti populaire - PPC","Fredericton, N.B./ N.-B.","Entrepreneur/Entrepreneur",2930,8.5,,
"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac","13010","Anthony Martin Green Party/Parti Vert","Kingsley, N.B./ N.-B.","Retail Associate/Associé de vente au détail",1657,4.8,,
"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac","13010","Steven J LaForest Independent/Indépendant(e)","Fredericton, N.B./ N.-B.","Security Officer/Agent de sécurité",398,1.2,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","24001","Sylvie Bérubé ** Bloc Québécois/Bloc Québécois","Val-d'Or, Que./ Qc","Parliamentarian/Parlementaire",10784,37.9,      3400,  12.0
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","24001","Lise Kistabish Liberal/Libéral","Pikogan, Que./ Qc","Director/Directrice",7384,26,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","24001","Steve Corriveau Conservative/Conservateur","Val-d'Or, Que./ Qc","Travel Agent/Agent de voyage",4508,15.9,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","24001","Pauline Lameboy NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Chisasibi, Que./ Qc","Coordinator/Coordonnatrice",3323,11.7,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","24001","Michaël Cloutier People's Party - PPC/Parti populaire - PPC","Val-d'Or, Que./ Qc","Automotive Technician/Technicien automobile",1072,3.8,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","24001","Cédric Brazeau Free Party Canada/Parti Libre Canada","Montebello, Que./ Qc","Industrial Mechanic/Mécanicien industriel",594,2.1,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","24001","Didier Pilon Green Party/Parti Vert","Chibougamau, Que./ Qc","Student and Cashier/Étudiant et caissier",442,1.6,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","24001","Jimmy Levesque Marijuana Party/Parti Marijuana","Senneterre, Que./ Qc","Medical Consultant/Consultant médical",329,1.2,,
"Quebec/Québec","Abitibi--Témiscamingue","24002","Sébastien Lemire ** Bloc Québécois/Bloc Québécois","Rouyn-Noranda, Que./ Qc","Political Communications Specialist/Spécialiste en communication politique",23120,50.6,     12107,  26.5
"Quebec/Québec","Abitibi--Témiscamingue","24002","William Legault-Lacasse Liberal/Libéral","Blainville, Que./ Qc","Lawyer/Avocat",11013,24.1,,
"Quebec/Québec","Abitibi--Témiscamingue","24002","Luis Henry Gonzalez Venegas Conservative/Conservateur","Gatineau, Que./ Qc","Municipal Officer/Officier municipal",5339,11.7,,
"Quebec/Québec","Abitibi--Témiscamingue","24002","Bethany Stewart NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Research Assistant/Assistante de recherche",2794,6.1,,
"Quebec/Québec","Abitibi--Témiscamingue","24002","Eric Lacroix People's Party - PPC/Parti populaire - PPC","Dupuy, Que./ Qc","Mining Mechanic/Mécanicien minier",1538,3.4,,
"Quebec/Québec","Abitibi--Témiscamingue","24002","Dany Goulet Free Party Canada/Parti Libre Canada","Rouyn-Noranda, Que./ Qc","Volunteer Administrator/Administrateur bénévole",858,1.9,,
"Quebec/Québec","Abitibi--Témiscamingue","24002","Martin Chartrand Green Party/Parti Vert","Kipawa, Que./ Qc","Labourer/Manœuvre",748,1.6,,
"Quebec/Québec","Abitibi--Témiscamingue","24002","Joël Lirette Parti Rhinocéros Party/Parti Rhinocéros Party","Amos, Que./ Qc","Waiter/Serveur",275,.6,,
"Quebec/Québec","Ahuntsic-Cartierville","24003","Mélanie Joly ** Liberal/Libéral","Montréal, Que./ Qc","Lawyer/Avocate",26402,52.4,     15290,  30.3
"Quebec/Québec","Ahuntsic-Cartierville","24003","Anna Simonyan Bloc Québécois/Bloc Québécois","Laval, Que./ Qc","Communications and Marketing/Communications et marketing",11112,22,,
"Quebec/Québec","Ahuntsic-Cartierville","24003","Ghada Chaabi NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./ Qc","Businesswoman/Femme d'affaires",5844,11.6,,
"Quebec/Québec","Ahuntsic-Cartierville","24003","Steven Duarte Conservative/Conservateur","Laval, Que./ Qc","Financial Services Representative/Représentant des services financiers",4247,8.4,,
"Quebec/Québec","Ahuntsic-Cartierville","24003","Luc Joli-Coeur Green Party/Parti Vert","Montréal, Que./ Qc","Administrator/Administrateur",1491,3,,
"Quebec/Québec","Ahuntsic-Cartierville","24003","Manon Chevalier People's Party - PPC/Parti populaire - PPC","Montréal, Que./ Qc","Engineer/Ingénieure",1313,2.6,,
"Quebec/Québec","Alfred-Pellan","24004","Angelo Iacono ** Liberal/Libéral","Montréal, Que./ Qc","Lawyer/Avocat",24516,47.8,     11117,  21.7
"Quebec/Québec","Alfred-Pellan","24004","Isabel Dion Bloc Québécois/Bloc Québécois","Pierrefonds, Que./ Qc","Social Worker/Travailleuse sociale",13399,26.1,,
"Quebec/Québec","Alfred-Pellan","24004","Angiolino d'Anello Conservative/Conservateur","Montréal-Nord, Que./ Qc","Small Business Owner/Propriétaire de petite entreprise",6988,13.6,,
"Quebec/Québec","Alfred-Pellan","24004","Cindy Mercer NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Dental Hygienist/Hygiéniste dentaire",3946,7.7,,
"Quebec/Québec","Alfred-Pellan","24004","Dwayne Cappelletti Free Party Canada/Parti Libre Canada","Laval, Que./ Qc","Occupation/Journalier Construction",1467,2.9,,
"Quebec/Québec","Alfred-Pellan","24004","Pierre-Alexandre Corneillet Green Party/Parti Vert","Laval, Que./ Qc","Financial Advisor/Conseiller financier",940,1.8,,
"Quebec/Québec","Argenteuil--La Petite-Nation","24005","Stéphane Lauzon ** Liberal/Libéral","Plaisance, Que./ Qc","Parliamentarian/Parlementaire",19371,38.3,      1529,   3.0
"Quebec/Québec","Argenteuil--La Petite-Nation","24005","Yves Destroismaisons Bloc Québécois/Bloc Québécois","Saint-André-Avellin, Que./ Qc","Clinical Coordinator/Coordonnateur clinique",17842,35.3,,
"Quebec/Québec","Argenteuil--La Petite-Nation","24005","Marie Louis-Seize Conservative/Conservateur","Montpellier, Que./ Qc","Bell Canada (Retired)/Bell Canada, à la retraite",6547,12.9,,
"Quebec/Québec","Argenteuil--La Petite-Nation","24005","Michel Welt NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./ Qc","Physician/Médecin",3390,6.7,,
"Quebec/Québec","Argenteuil--La Petite-Nation","24005","Marc Vachon People's Party - PPC/Parti populaire - PPC","Boisbriand, Que./ Qc","Revenue Operations Specialist/Spécialiste de l'exploitation des recettes",2777,5.5,,
"Quebec/Québec","Argenteuil--La Petite-Nation","24005","Paul Lynes Free Party Canada/Parti Libre Canada","Lachute, Que./ Qc","Salesperson/Vendeur",686,1.4,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Kristina Michaud ** Bloc Québécois/Bloc Québécois","Val-Brillant, Que./ Qc","Parliamentarian/Parlementaire",19776,59.8,     12681,  38.3
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Louis-Éric Savoie Liberal/Libéral","Lévis, Que./ Qc","Project Manager/Chargé de projet",7095,21.5,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Germain Dumas Conservative/Conservateur","Saint-Noël, Que./ Qc","Transport Logistician/Logisticien-transport",2912,8.8,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Christel Marchand NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./ Qc","Editor/Rédactrice",1501,4.5,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Eric Barnabé People's Party - PPC/Parti populaire - PPC","Québec, Que./ Qc","Retired/À la retraite",965,2.9,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Mélanie Gendron Free Party Canada/Parti Libre Canada","Pointe-à-la-Croix, Que./ Qc","Student/Étudiante",826,2.5,,
"Quebec/Québec","Beauce","24007","Richard Lehoux ** Conservative/Conservateur","Saint-Elzéar, Que./ Qc","Farmer/Agriculteur",27514,48.3,     17152,  30.1
"Quebec/Québec","Beauce","24007","Maxime Bernier People's Party - PPC/Parti populaire - PPC","Saint-Georges, Que./ Qc","Leader of the People's Party of Canada/Chef du Parti populaire du Canada",10362,18.2,,
"Quebec/Québec","Beauce","24007","Solange Thibodeau Bloc Québécois/Bloc Québécois","Saint-Georges, Que./ Qc","City Councillor/Conseillère municipale",8644,15.2,,
"Quebec/Québec","Beauce","24007","Philippe-Alexandre Langlois Liberal/Libéral","Sherbrooke, Que./ Qc","Student/Étudiant",7018,12.3,,
"Quebec/Québec","Beauce","24007","François Jacques-Côté NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Elzéar, Que./ Qc","Hardware Clerk/Commis de quincaillerie",1654,2.9,,
"Quebec/Québec","Beauce","24007","Chantale Giguère Free Party Canada/Parti Libre Canada","Québec, Que./ Qc","Entrepreneur/Entrepreneure",1096,1.9,,
"Quebec/Québec","Beauce","24007","Andrzej Wisniowski Green Party/Parti Vert","Granby, Que./ Qc","Environmental Technician/Technicien spécialiste de l'environnement",486,.9,,
"Quebec/Québec","Beauce","24007","Sébastien Tanguay Marijuana Party/Parti Marijuana","Saint-Georges, Que./ Qc","Entrepreneur/Entrepreneur",206,.4,,
"Quebec/Québec","Beauport--Limoilou","24008","Julie Vignola ** Bloc Québécois/Bloc Québécois","Québec, Que./ Qc","Teacher/Enseignante",15146,31.1,       982,   2.0
"Quebec/Québec","Beauport--Limoilou","24008","Alupa Clarke Conservative/Conservateur","Québec, Que./ Qc","Consultant/Consultant",14164,29.1,,
"Quebec/Québec","Beauport--Limoilou","24008","Ann Gingras Liberal/Libéral","Québec, Que./ Qc","Trade Unionist/Syndicaliste",12378,25.4,,
"Quebec/Québec","Beauport--Limoilou","24008","Camille Esther Garon NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Québec, Que./ Qc","Event Planner/Organisatrice d'événements",5075,10.4,,
"Quebec/Québec","Beauport--Limoilou","24008","Dalila Elhak Green Party/Parti Vert","Québec, Que./ Qc","Self-Employed/Travailleuse indépendante",1025,2.1,,
"Quebec/Québec","Beauport--Limoilou","24008","Lyne Verret Free Party Canada/Parti Libre Canada","Québec, Que./ Qc","Self-Employed/Travailleuse indépendante",737,1.5,,
"Quebec/Québec","Beauport--Limoilou","24008","Claude Moreau Marxist-Leninist/Marxiste-Léniniste","Québec, Que./ Qc","Stationary Engine Mechanic/Mécanicien de machines fixes",119,.2,,
"Quebec/Québec","Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","24020","Caroline Desbiens ** Bloc Québécois/Bloc Québécois","La Baleine, Que./ Qc","Parliamentarian/Parlementaire",19270,38.4,      3301,   6.6
"Quebec/Québec","Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","24020","Véronique Laprise Conservative/Conservateur","Saint-Jean-sur-Richelieu, Que./ Qc","Canadian Armed Forces (Retired)/Forces armées canadiennes, à la retraite",15969,31.9,,
"Quebec/Québec","Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","24020","Alexandra Bernier Liberal/Libéral","Ottawa, Ont.","Parental Leave/Congé parental",10365,20.7,,
"Quebec/Québec","Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","24020","Frédéric Du Verle NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./ Qc","Land Use Consultant/Conseiller en aménagement du territoire",2242,4.5,,
"Quebec/Québec","Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","24020","Jenniefer Lefrançois People's Party - PPC/Parti populaire - PPC","Lac-Beauport, Que./ Qc","Carpenter Painter/Peintre en menuiserie",881,1.8,,
"Quebec/Québec","Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","24020","Frédéric Amyot Green Party/Parti Vert","Québec, Que./ Qc","Occupational Health Advistor/Conseiller en santé au travail",733,1.5,,
"Quebec/Québec","Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","24020","Chantal Laplante Free Party Canada/Parti Libre Canada","Beauport, Que./ Qc","Real Estate Broker/Courtière immobilière",449,.9,,
"Quebec/Québec","Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","24020","Vicky Lépine Independent/Indépendant(e)","Saint-Aimé-des-Lacs, Que./ Qc","Benefits Service Officer/Agente de service aux prestations",227,.5,,
"Quebec/Québec","Bécancour--Nicolet--Saurel","24009","Louis Plamondon ** Bloc Québécois/Bloc Québécois","Sorel-Tracy, Que./ Qc	","Parliamentarian/Parlementaire",27403,54.8,     18952,  37.9
"Quebec/Québec","Bécancour--Nicolet--Saurel","24009","Nathalie Rochefort Liberal/Libéral","Pierreville, Que./ Qc","Administrator/Administratrice",8451,16.9,,
"Quebec/Québec","Bécancour--Nicolet--Saurel","24009","Yanick Caisse Conservative/Conservateur","Sorel-Tracy, Que./ Qc","Real Estate Broker/Courtier immobilier",8404,16.8,,
"Quebec/Québec","Bécancour--Nicolet--Saurel","24009","Catherine Gauvin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./ Qc","Senior Advisor - Clinical Computerization/Conseillère-cadre en informatisation clinique",2550,5.1,,
