Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Alberta","Edmonton West/Edmonton-Ouest","48020","Matthew Armstrong People's Party/Parti populaire","Edmonton, Alta./ Alb.","Artist/Artiste",1126,1.9,,
"Alberta","Edmonton--Wetaskiwin","48021","Mike Lake ** Conservative/Conservateur","Edmonton, Alta./ Alb.","Parliamentarian/Parlementaire",63346,72.4,     52544,  60.1
"Alberta","Edmonton--Wetaskiwin","48021","Richard Wong Liberal/Libéral","Edmonton, Alta./ Alb.","Retired/Retraité",10802,12.4,,
"Alberta","Edmonton--Wetaskiwin","48021","Noah Garver NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Student/Étudiant",9820,11.2,,
"Alberta","Edmonton--Wetaskiwin","48021","Emily Drzymala Green Party/Parti Vert","Calgary, Alta./ Alb.","Social Worker/Travailleuse sociale",1660,1.9,,
"Alberta","Edmonton--Wetaskiwin","48021","Neil Doell People's Party/Parti populaire","Edmonton, Alta./ Alb.","Candidate, PPC/Candidat du PPC",1616,1.8,,
"Alberta","Edmonton--Wetaskiwin","48021","Travis Calliou VCP/CAC","Devon, Alta./ Alb.","Retired/Retraité",211,.2,,
"Alberta","Foothills","48022","John Barlow ** Conservative/Conservateur","Okotoks, Alta./ Alb.","Parliamentarian/Parlementaire",53872,82.1,     50016,  76.3
"Alberta","Foothills","48022","Cheryl Moller Liberal/Libéral","Calgary, Alta./ Alb.","Retired Teacher/Enseignante retraitée",3856,5.9,,
"Alberta","Foothills","48022","Mickail Hendi NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Calgary, Alta./ Alb.","Student/Étudiant",3767,5.7,,
"Alberta","Foothills","48022","Bridget Lacey Green Party/Parti Vert","Foothills County, Alta./ Alb.","Administrative Assistant/Adjointe administrative",2398,3.7,,
"Alberta","Foothills","48022","Greg Hession People's Party/Parti populaire","Pincher Creek, Alta./ Alb.","Solar Professional/Professionnel du secteur de l'énergie solaire",1698,2.6,,
"Alberta","Fort McMurray--Cold Lake","48023","David Yurdiga ** Conservative/Conservateur","Athabasca, Alta./ Alb.","Parliamentarian/Parlementaire",40706,79.9,     35858,  70.3
"Alberta","Fort McMurray--Cold Lake","48023","Maggie Farrington Liberal/Libéral","Fort McMurray, Alta./ Alb.","CEO of a First Nation/Directrice générale de Première Nation",4848,9.5,,
"Alberta","Fort McMurray--Cold Lake","48023","Matthew Gilks NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Cook/Cuisinier",2883,5.7,,
"Alberta","Fort McMurray--Cold Lake","48023","Matthew Barrett People's Party/Parti populaire","Fort McMurray, Alta./ Alb.","Bus Operator/Chauffeur d'autobus",1674,3.3,,
"Alberta","Fort McMurray--Cold Lake","48023","Brian Deheer Green Party/Parti Vert","Lac la Biche, Alta./ Alb.","Music Instructor/Professeur de musique",865,1.7,,
"Alberta","Grande Prairie--Mackenzie","48024","Chris Warkentin ** Conservative/Conservateur","Grande Prairie, Alta./ Alb.","Parliamentarian/Parlementaire",51198,84,     46953,  77.0
"Alberta","Grande Prairie--Mackenzie","48024","Erin Alyward NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Personal Shopper, Loblaws/Achateuse personnelle au Loblaws",4245,7,,
"Alberta","Grande Prairie--Mackenzie","48024","Kenneth Munro Liberal/Libéral","Edmonton, Alta./ Alb.","Professor Emeritus/Professeur émérite",2910,4.8,,
"Alberta","Grande Prairie--Mackenzie","48024","Douglas Gordon Burchill People's Party/Parti populaire","Little Smoky, Alta./ Alb.","Retired/Retraité",1492,2.4,,
"Alberta","Grande Prairie--Mackenzie","48024","Shelley Termuende Green Party/Parti Vert","Powell River, B.C./ C.-B.","Legislative Assistant/Adjointe législative",1134,1.9,,
"Alberta","Lakeland","48025","Shannon Stubbs ** Conservative/Conservateur","Two Hills, Alta./ Alb.","Parliamentarian/Parlementaire",48314,83.9,     44586,  77.4
"Alberta","Lakeland","48025","Jeffrey Swanson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Expediter with Earls Restaurants/Expéditeur pour les restaurants Earls",3728,6.5,,
"Alberta","Lakeland","48025","Mark Watson Liberal/Libéral","Smoky Lake, Alta./ Alb.","Journalist/Journaliste",2565,4.5,,
"Alberta","Lakeland","48025","Alain Houle People's Party/Parti populaire","Vegreville, Alta./ Alb.","Power Line Technician/Technicien de lignes électriques",1468,2.5,,
"Alberta","Lakeland","48025","Kira Brunner Green Party/Parti Vert","Edmonton, Alta./ Alb.","Student/Étudiante",1105,1.9,,
"Alberta","Lakeland","48025","Robert McFadzean Libertarian/Libertarien","Vermilion, Alta./ Alb.","Retired/Retraité",251,.4,,
"Alberta","Lakeland","48025","Roberta Marie Graham VCP/CAC","Bonnyville, Alta./ Alb.","Housewife/Femme au foyer",147,.3,,
"Alberta","Lethbridge","48026","Rachael Harder ** Conservative/Conservateur","Lethbridge, Alta./ Alb.","Parliamentarian/Parlementaire",40713,65.8,     31603,  51.1
"Alberta","Lethbridge","48026","Shandi Bleiken NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Lethbridge, Alta./ Alb.","Administrative Assistant/Adjointe administrative",9110,14.7,,
"Alberta","Lethbridge","48026","Amy Bronson Liberal/Libéral","Lethbridge, Alta./ Alb.","Consultant/Consultante",8443,13.6,,
"Alberta","Lethbridge","48026","Stephnie Watson Green Party/Parti Vert","Lethbridge, Alta./ Alb.","Researcher/Chercheuse",1939,3.1,,
"Alberta","Lethbridge","48026","Grant Hepworth People's Party/Parti populaire","Lethbridge, Alta./ Alb.","Business Owner/Propriétaire d'entreprise",1007,1.6,,
"Alberta","Lethbridge","48026","Marc Slingerland Christian Heritage Party/Parti de l'Héritage Chrétien","Lethbridge, Alta./ Alb.","Teacher/Enseignant",670,1.1,,
"Alberta","Medicine Hat--Cardston--Warner","48027","Glen Motz ** Conservative/Conservateur","Medicine Hat, Alta./ Alb.","Parliamentarian/Parlementaire",42045,79.2,     37406,  70.4
"Alberta","Medicine Hat--Cardston--Warner","48027","Elizabeth Thomson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Medicine Hat, Alta./ Alb.","Community Connections Coordinator/Coordonnatrice des relations communautaires",4639,8.7,,
"Alberta","Medicine Hat--Cardston--Warner","48027","Harris Kirshenbaum Liberal/Libéral","Calgary, Alta./ Alb.","Consultant/Consultant",3528,6.6,,
"Alberta","Medicine Hat--Cardston--Warner","48027","Andrew Nelson People's Party/Parti populaire","Cardston, Alta./ Alb.","Retired/Retraité",1350,2.5,,
"Alberta","Medicine Hat--Cardston--Warner","48027","Shannon Hawthorne Green Party/Parti Vert","Medicine Hat, Alta./ Alb.","Volunteer Coordinator/Coordonnatrice des bénévoles",1203,2.3,,
"Alberta","Medicine Hat--Cardston--Warner","48027","Dave Phillips Independent/Indépendant(e)","Innisfail, Alta./ Alb.","Self-employed - Trees and Firewood Sales/Vendeur indépendant (bois de chauffage et arbres)",337,.6,,
"Alberta","Peace River--Westlock","48028","Arnold Viersen ** Conservative/Conservateur","Westlock County, Alta./ Alb.","Automotive Service Technician/Mécanicien de véhicules automobiles",41659,80.7,     37773,  73.1
"Alberta","Peace River--Westlock","48028","Jennifer Villebrun NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Sunset House, Alta./ Alb.","Library Clerk/Commis de bibliothèque",3886,7.5,,
"Alberta","Peace River--Westlock","48028","Leslie Penny Liberal/Libéral","Barrhead, Alta./ Alb.","Retired/Retraitée",3148,6.1,,
"Alberta","Peace River--Westlock","48028","John Schrader People's Party/Parti populaire","Westlock County, Alta./ Alb.","Rancher/Grand éleveur",1579,3.1,,
"Alberta","Peace River--Westlock","48028","Peter Nygaard Green Party/Parti Vert","Joussard, Alta./ Alb.","Plumber/Gas Fitter/Plombier et monteur d'installations au gaz",1377,2.7,,
"Alberta","Red Deer--Lacombe","48030","Blaine Calkins ** Conservative/Conservateur","Lacombe, Alta./ Alb.","Parliamentarian/Parlementaire",53843,79.8,     47831,  70.9
"Alberta","Red Deer--Lacombe","48030","Lauren Pezzella NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Red Deer, Alta./ Alb.","Student/Étudiante",6012,8.9,,
"Alberta","Red Deer--Lacombe","48030","Tiffany Rose Liberal/Libéral","Red Deer, Alta./ Alb.","Yoga Teacher/Professeure de yoga",3540,5.2,,
"Alberta","Red Deer--Lacombe","48030","Laura Lynn Thompson People's Party/Parti populaire","Red Deer, Alta./ Alb.","Broadcaster/Communicatrice",2453,3.6,,
"Alberta","Red Deer--Lacombe","48030","Sarah Palmer Green Party/Parti Vert","Ottawa, Ont.","Geoscientist/Géoscientifique",1596,2.4,,
"Alberta","Red Deer--Mountain View","48029","Earl Dreeshen ** Conservative/Conservateur","Red Deer County, Alta./ Alb.","Member of Parliament/Député",54765,80.3,     49819,  73.1
"Alberta","Red Deer--Mountain View","48029","Logan Garbanewski NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Penhold, Alta./ Alb.","Shift Leader and Student/Chef d'équipe et étudiant",4946,7.3,,
"Alberta","Red Deer--Mountain View","48029","Gary Tremblay Liberal/Libéral","Calgary, Alta./ Alb.","Insurance Broker/Courtier d'assurances",3795,5.6,,
"Alberta","Red Deer--Mountain View","48029","Paul Mitchell People's Party/Parti populaire","Didsbury, Alta./ Alb.","Owner, Swing Sleuth Golf Labratory Inc./Propriétaire de Swing Sleuth Golf Laboratory Inc.",2637,3.9,,
"Alberta","Red Deer--Mountain View","48029","Conner Borlé Green Party/Parti Vert","Red Deer County, Alta./ Alb.","Teacher and Small Business Owner/Enseignant et propriétaire de petite entreprise",2026,3,,
"Alberta","St. Albert--Edmonton","48031","Michael Cooper ** Conservative/Conservateur","St. Albert, Alta./ Alb.","Parliamentarian/Parlementaire",39506,60.7,     27029,  41.5
"Alberta","St. Albert--Edmonton","48031","Greg Springate Liberal/Libéral","Edmonton, Alta./ Alb.","Professor/Professeur",12477,19.2,,
"Alberta","St. Albert--Edmonton","48031","Kathleen Mpulubusi NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Letter Carrier/Factrice",9895,15.2,,
"Alberta","St. Albert--Edmonton","48031","Rob Dunbar Green Party/Parti Vert","Edmonton, Alta./ Alb.","Sales/Vente",1594,2.4,,
"Alberta","St. Albert--Edmonton","48031","Brigitte Cecelia People's Party/Parti populaire","St. Albert, Alta./ Alb.","Sales/Vente",1268,1.9,,
"Alberta","St. Albert--Edmonton","48031","Robert Bruce Fraser VCP/CAC","Edmonton, Alta./ Alb.","Technical Support/Soutien technique",351,.5,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Garnett Genuis ** Conservative/Conservateur","Sherwood Park, Alta./ Alb.","Parliamentarian/Parlementaire",53600,73.4,     44733,  61.2
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Aidan Theroux NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Fort Saskatchewan, Alta./ Alb.","Student/Étudiant",8867,12.1,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Ron Thiering Liberal/Libéral","Sherwood Park, Alta./ Alb.","Racetrack Promoter/Promoteur de piste de course",7357,10.1,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Laura Sanderson Green Party/Parti Vert","Moncton, N.B./ N.-B.","Management/Gestion",1592,2.2,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Darren Villetard People's Party/Parti populaire","Sherwood Park, Alta./ Alb.","Letter Carrier/Facteur",1334,1.8,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Patrick McElrea VCP/CAC","Sherwood Park, Alta./ Alb.","Retired/Retraité",300,.4,,
"Alberta","Sturgeon River--Parkland","48033","Dane Lloyd ** Conservative/Conservateur","Stony Plain, Alta./ Alb.","Infantry Officer/Officier d'infanterie",53235,77.5,     46295,  67.4
"Alberta","Sturgeon River--Parkland","48033","Guy Desforges NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Spruce Grove, Alta./ Alb.","Dairy Worker/Travailleur de l'industrie laitière",6940,10.1,,
"Alberta","Sturgeon River--Parkland","48033","Ronald Brochu Liberal/Libéral","Devon, Alta./ Alb.","Accountant/Comptable",4696,6.8,,
"Alberta","Sturgeon River--Parkland","48033","Cass Romyn Green Party/Parti Vert","Gibbons, Alta./ Alb.","Homemaker/Personne au foyer",1745,2.5,,
"Alberta","Sturgeon River--Parkland","48033","Tyler Beauchamp People's Party/Parti populaire","Edmonton, Alta./ Alb.","Health and Safety Manager/Gestionnaire en santé et sécurité",1625,2.4,,
"Alberta","Sturgeon River--Parkland","48033","Ernest Chauvet Christian Heritage Party/Parti de l'Héritage Chrétien","Sturgeon County, Alta./ Alb.","Self-employed/Teacher/Travailleur indépendant et enseignant",416,.6,,
"Alberta","Yellowhead","48034","Gerald Soroka Conservative/Conservateur","Yellowhead County, Alta./ Alb.","Farmer/Agriculteur",45964,82.1,     42066,  75.2
"Alberta","Yellowhead","48034","Kristine Bowman NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Letter Carrier/Factrice",3898,7,,
"Alberta","Yellowhead","48034","Jeremy Hoefsloot Liberal/Libéral","Edmonton, Alta./ Alb.","Political Party Staff/Membre du personnel d'un parti politique",2912,5.2,,
"Alberta","Yellowhead","48034","Douglas Galavan People's Party/Parti populaire","Drayton Valley, Alta./ Alb.","Owner and Manager of Retail Business/Propriétaire et gérant d'une entreprise de détail",1592,2.8,,
"Alberta","Yellowhead","48034","Angelena Satdeo Green Party/Parti Vert","Toronto, Ont.","Teacher / Flight Attendant/Enseignante et agente de bord",1272,2.3,,
"Alberta","Yellowhead","48034","Cory Lystang Libertarian/Libertarien","Mayerthorpe, Alta./ Alb.","Field Supervisor: JRs Pressure Service/Chef de chantier à JRs Pressure Service",222,.4,,
"Alberta","Yellowhead","48034","Gordon Francey VCP/CAC","Edmonton, Alta./ Alb.","Information Technology/Technologie de l'information",108,.2,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","Ed Fast ** Conservative/Conservateur","Abbotsford, B.C./ C.-B.","Parliamentarian/Parlementaire",25162,51.4,     14602,  29.8
"British Columbia/Colombie-Britannique","Abbotsford","59001","Seamus Heffernan Liberal/Libéral","Abbotsford, B.C./ C.-B.","Public Servant/Fonctionnaire",10560,21.6,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","Madeleine Sauve NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Abbotsford, B.C./ C.-B.","Set Decoration Coordinator/Coordonnatrice de la décoration de plateau",8257,16.9,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","Stephen Fowler Green Party/Parti Vert","Abbotsford, B.C./ C.-B.","School Teacher/Enseignant",3702,7.6,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","Locke Duncan People's Party/Parti populaire","Chilliwack, B.C./ C.-B.","Electrician/Électricien",985,2,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","Aeriol Alderking Christian Heritage Party/Parti de l'Héritage Chrétien","Abbotsford, B.C./ C.-B.","Personal Assistant/Assistante personnelle",270,.6,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Terry Beech ** Liberal/Libéral","Burnaby, B.C./ C.-B.","Parliamentarian/Parlementaire",17770,35.5,      1585,   3.2
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Svend Robinson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Burnaby, B.C./ C.-B.","Consultant/Consultant",16185,32.3,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Heather Leung Conservative/Conservateur","Burnaby, B.C./ C.-B.","Occupational Therapist/Ergothérapeute",9734,19.4,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Amita Kuttner Green Party/Parti Vert","Lasqueti, B.C./ C.-B.","Astrophysicist/Astrophysicienne",4801,9.6,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Rocky Dong People's Party/Parti populaire","Burnaby, B.C./ C.-B.","Student Consultant/Conseiller pour les étudiants",1079,2.2,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Robert Taylor Independent/Indépendant(e)","Burnaby, B.C./ C.-B.","Sales/Vente",271,.5,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Lewis Clarke Dahlby Libertarian/Libertarien","Port Coquitlam, B.C./ C.-B.","Businessman/Homme d'affaires",219,.4,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Jagmeet Singh ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Burnaby, B.C./ C.-B.","Leader, New Democratic Party/Chef du Nouveau Parti démocratique du Canada",16956,37.7,      3042,   6.8
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Jay Shin Conservative/Conservateur","Vancouver, B.C./ C.-B.","Lawyer/Avocat",13914,30.9,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Neelam Brar Liberal/Libéral","Vancouver, B.C./ C.-B.","Tech Entrepreur/Entrepreneure en technologies",10706,23.8,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Brennan Wauters Green Party/Parti Vert","Vancouver, B.C./ C.-B.","Electrician/Électricien",2477,5.5,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Al Rawdah People's Party/Parti populaire","Burnaby, B.C./ C.-B.","Business Consultant/Conseiller en affaires",645,1.4,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Rex Brocki Libertarian/Libertarien","Burnaby, B.C./ C.-B.","Retired/Retraité",246,.5,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Brian Sproule ML/ML","Burnaby, B.C./ C.-B.","Retired/Retraité",62,.1,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Todd Doherty ** Conservative/Conservateur","Prince George, B.C./ C.-B.","Parliamentarian/Parlementaire",28848,52.7,     17916,  32.7
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Tracy Calogheros Liberal/Libéral","Prince George, B.C./ C.-B.","CEO/Directrice générale",10932,20,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Heather Sapergia NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Prince George, B.C./ C.-B.","Retired/Retraitée",8440,15.4,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Mackenzie Kerr Green Party/Parti Vert","Prince George, B.C./ C.-B.","Student/Étudiante",4998,9.1,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Jing Lan Yang People's Party/Parti populaire","Prince George, B.C./ C.-B.","Administrator/Administratrice",1206,2.2,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Michael Orr Independent/Indépendant(e)","Riske Creek, B.C./ C.-B.","Self-employed/Travailleur indépendant",350,.6,,
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Dan Albas ** Conservative/Conservateur","Summerland, B.C./ C.-B.","Parliamentarian/Parlementaire",31135,47.9,     14883,  22.9
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Mary Ann Murphy Liberal/Libéral","West Kelowna, B.C./ C.-B.","University Professor/Professeure d'université",16252,25,,
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Joan Phillip NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Penticton, B.C./ C.-B.","Band Councillor/Conseillère de bande",10904,16.8,,
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Robert Mellalieu Green Party/Parti Vert","West Kelowna, B.C./ C.-B.","System Integrator/Intégrateur de systèmes",5086,7.8,,
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Allan Duncan People's Party/Parti populaire","Kelowna, B.C./ C.-B.","Residential Painter/Peintre de maisons",1345,2.1,,
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Jesse Regier Libertarian/Libertarien","Princeton, B.C./ C.-B.","Logging Truck Driver/Conducteur de grumier",213,.3,,
"British Columbia/Colombie-Britannique","Chilliwack--Hope","59006","Mark Strahl ** Conservative/Conservateur","Chilliwack, B.C./ C.-B.","Parliamentarian/Parlementaire",26672,49.6,     15824,  29.4
"British Columbia/Colombie-Britannique","Chilliwack--Hope","59006","Kelly Velonis Liberal/Libéral","Chilliwack, B.C./ C.-B.","Executive Director/Directrice générale",10848,20.2,,
"British Columbia/Colombie-Britannique","Chilliwack--Hope","59006","Heather McQuillan NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Burnaby, B.C./ C.-B.","Set Buyer - Film Industry/Acheteuse de décors (industrie cinématographique)",8957,16.7,,
"British Columbia/Colombie-Britannique","Chilliwack--Hope","59006","Arthur Green Green Party/Parti Vert","Hope, B.C./ C.-B.","Retired/Retraité",5243,9.8,,
"British Columbia/Colombie-Britannique","Chilliwack--Hope","59006","Rob Bogunovic People's Party/Parti populaire","Chilliwack, B.C./ C.-B.","Teacher/Enseignant",1760,3.3,,
"British Columbia/Colombie-Britannique","Chilliwack--Hope","59006","Daniel Lamache Christian Heritage Party/Parti de l'Héritage Chrétien","Chilliwack, B.C./ C.-B.","Truck Driver/Camionneur",202,.4,,
"British Columbia/Colombie-Britannique","Chilliwack--Hope","59006","Dorothy-Jean O'Donnell ML/ML","Hope, B.C./ C.-B.","Lawyer/Avocate",73,.1,,
"British Columbia/Colombie-Britannique","Cloverdale--Langley City","59007","Tamara Jansen Conservative/Conservateur","Langley, B.C./ C.-B.","Businesswoman/Femme d'affaires",20936,37.7,      1394,   2.5
"British Columbia/Colombie-Britannique","Cloverdale--Langley City","59007","John Aldag ** Liberal/Libéral","Langley, B.C./ C.-B.","Parliamentarian/Parlementaire",19542,35.2,,
"British Columbia/Colombie-Britannique","Cloverdale--Langley City","59007","Rae Banwarie NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Surrey, B.C./ C.-B.","Special Constable/Gendarme spécial",10508,18.9,,
"British Columbia/Colombie-Britannique","Cloverdale--Langley City","59007","Caelum Nutbrown Green Party/Parti Vert","Langley, B.C./ C.-B.","Mental Pealth Professional/Professionnel de la santé mentale",3572,6.4,,
"British Columbia/Colombie-Britannique","Cloverdale--Langley City","59007","Ian Kennedy People's Party/Parti populaire","Surrey, B.C./ C.-B.","Customer Representative/Représentant au service à la clientèle",930,1.7,,
"British Columbia/Colombie-Britannique","Coquitlam--Port Coquitlam","59008","Ron McKinnon ** Liberal/Libéral","Port Coquitlam, B.C./ C.-B.","Parliamentarian/Parlementaire",20178,34.7,       390,   0.7
"British Columbia/Colombie-Britannique","Coquitlam--Port Coquitlam","59008","Nicholas Insley Conservative/Conservateur","Coquitlam, B.C./ C.-B.","Public Affairs Professional/Professionnel des affaires publiques",19788,34,,
"British Columbia/Colombie-Britannique","Coquitlam--Port Coquitlam","59008","Christina Gower NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Port Coquitlam, B.C./ C.-B.","Registered Psychiatric Nurse/Infirmière psychiatrique autorisée",13383,23,,
"British Columbia/Colombie-Britannique","Coquitlam--Port Coquitlam","59008","Brad Nickason Green Party/Parti Vert","Port Coquitlam, B.C./ C.-B.","Graphic Designer / Illustrator/Graphiste et illustrateur",4025,6.9,,
"British Columbia/Colombie-Britannique","Coquitlam--Port Coquitlam","59008","Roland Spornicu People's Party/Parti populaire","Coquitlam, B.C./ C.-B.","Engineering and Management Consultant/Consultant en ingénierie et en gestion",703,1.2,,
"British Columbia/Colombie-Britannique","Coquitlam--Port Coquitlam","59008","Dan Iova VCP/CAC","Coquitlam, B.C./ C.-B.","Health and Safety Advisor/Conseiller en santé et sécurité",98,.2,,
"British Columbia/Colombie-Britannique","Courtenay--Alberni","59009","Gord Johns ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Port Alberni, B.C./ C.-B.","Parliamentarian/Parlementaire",29790,41.2,      5854,   8.1
"British Columbia/Colombie-Britannique","Courtenay--Alberni","59009","Byron Horner Conservative/Conservateur","Parksville, B.C./ C.-B.","Businessman/Homme d'affaires",23936,33.1,,
"British Columbia/Colombie-Britannique","Courtenay--Alberni","59009","Sean Wood Green Party/Parti Vert","Parksville, B.C./ C.-B.","Business Owner/Propriétaire d'entreprise",9762,13.5,,
"British Columbia/Colombie-Britannique","Courtenay--Alberni","59009","Jonah Baden Gowans Liberal/Libéral","Victoria, B.C./ C.-B.","Legislative Assistant/Adjoint législatif",8620,11.9,,
"British Columbia/Colombie-Britannique","Courtenay--Alberni","59009","Barbara Biley ML/ML","Courtenay, B.C./ C.-B.","Retired Health Care Worker/Travailleuse de la santé à la retraite",172,.2,,
"British Columbia/Colombie-Britannique","Cowichan--Malahat--Langford","59010","Alistair MacGregor ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Duncan, B.C./ C.-B.","Parliamentarian/Parlementaire",23519,36.1,      6560,  10.1
"British Columbia/Colombie-Britannique","Cowichan--Malahat--Langford","59010","Alana DeLong Conservative/Conservateur","Thetis Island, B.C./ C.-B.","Retired Legislator/Législatrice à la retraite",16959,26,,
"British Columbia/Colombie-Britannique","Cowichan--Malahat--Langford","59010","Lydia Hwitsum Green Party/Parti Vert","Duncan, B.C./ C.-B.","Consultant/Consultante",13181,20.2,,
"British Columbia/Colombie-Britannique","Cowichan--Malahat--Langford","59010","Blair Herbert Liberal/Libéral","Mill Bay, B.C./ C.-B.","Real Estate Broker / Farmer/Courtier immobilier et agriculteur",10301,15.8,,
"British Columbia/Colombie-Britannique","Cowichan--Malahat--Langford","59010","Rhonda Chen People's Party/Parti populaire","Vancouver, B.C./ C.-B.","Insurance Agent/Agente d'assurance",1066,1.6,,
"British Columbia/Colombie-Britannique","Cowichan--Malahat--Langford","59010","Robin Morton Stanbridge Christian Heritage Party/Parti de l'Héritage Chrétien","Colwood, B.C./ C.-B.","Artist/Designer/Artiste et designer",202,.3,,
"British Columbia/Colombie-Britannique","Delta","59011","Carla Qualtrough ** Liberal/Libéral","Delta, B.C./ C.-B.","Lawyer/Avocate",22257,41.2,      4448,   8.2
"British Columbia/Colombie-Britannique","Delta","59011","Tanya Corbet Conservative/Conservateur","Delta, B.C./ C.-B.","Consultant, Stakeholder Relations/Consultant en relations avec les intervenants",17809,33,,
"British Columbia/Colombie-Britannique","Delta","59011","Randy Anderson-Fennell NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Delta, B.C./ C.-B.","Electrician/Électricien",8792,16.3,,
"British Columbia/Colombie-Britannique","Delta","59011","Craig DeCraene Green Party/Parti Vert","Delta, B.C./ C.-B.","Team Leader, Journeyman, Auto Glass Installer/Chef d'équipe/compagnon installateur d'autoglass",3387,6.3,,
"British Columbia/Colombie-Britannique","Delta","59011","Angelina Ireland People's Party/Parti populaire","Delta, B.C./ C.-B.","Bookkeeper/Accountant/Aide-comptable et comptable",948,1.8,,
"British Columbia/Colombie-Britannique","Delta","59011","Amarit Bains Independent/Indépendant(e)","Delta, B.C./ C.-B.","Lawyer/Avocat",398,.7,,
